phoneCode,region,prefecture,areaName
042,立川,東京都,東京都昭島市、あきる野市、国立市、国分寺市（高木町、内藤、西町、光町、日吉町二丁目および三丁目、富士本並びに戸倉三丁目に限る。）、立川市、羽村市、東大和市、日野市、府中市（北山町、西原町二丁目から四丁目までおよび西府町四丁目に限る。）、福生市、武蔵村山市、西多摩郡（奥多摩町を除く。）
042,八王子,東京都,東京都八王子市、神奈川県相模原市緑区（小原、小渕、佐野川、澤井、寸沢嵐、千木良、名倉、日連、牧野、吉野、与瀬、与瀬本町および若柳に限る。）
042,相模原,東京都,東京都町田市（三輪町および三輪緑山を除く。）、神奈川県相模原市（緑区（小原、小渕、佐野川、澤井、寸沢嵐、千木良、名倉、日連、牧野、吉野、与瀬、与瀬本町および若柳に限る。）および南区（磯部、新磯野一丁目および三丁目から五丁目まで、新戸、相武台並びに相武台団地に限る。）を除く。）、座間市（相模が丘一丁目および五丁目に限る。）
042,飯能,埼玉県,埼玉県飯能市、日高市
042,武蔵野三鷹,東京都,東京都清瀬市、小平市（鈴木町二丁目、花小金井および花小金井南町に限る。）、狛江市西和泉、調布市（入間町、国領町八丁目、深大寺東町七丁目、仙川町、西つつじヶ丘二丁目、東つつじヶ丘、緑ヶ丘、若葉町および野水を除く。）、西東京市（新町を除く。）、東久留米市、府中市（押立町四丁目および五丁目に限る。）、埼玉県新座市（石神一丁目および三丁目から五丁目まで、栗原、新堀、西堀並びに野寺一丁目および五丁目に限る。）
0422,武蔵野三鷹,東京都,東京都小金井市（梶野町一丁目から四丁目まで並びに東町二丁目および三丁目に限る。）、調布市（深大寺東町七丁目および野水に限る。）、西東京市新町、三鷹市（中原一丁目を除く。）、武蔵野市
0428,青梅,東京都,東京都青梅市、西多摩郡奥多摩町、山梨県北都留郡
043,千葉,千葉県,千葉県佐倉市、千葉市（花見川区（柏井、柏井町および横戸町に限る。）を除く。）、八街市、四街道市、印旛郡酒々井町
0436,市原,千葉県,千葉県市原市
0438,木更津,千葉県,千葉県木更津市、袖ヶ浦市
0439,木更津,千葉県,千葉県君津市、富津市
044,川崎,神奈川県,神奈川県川崎市、東京都町田市（三輪町および三輪緑山に限る。）
045,横浜,神奈川県,神奈川県横浜市
046,厚木,神奈川県,神奈川県厚木市、海老名市、相模原市南区（磯部、新磯野一丁目および三丁目から五丁目まで、新戸、相武台並びに相武台団地に限る。）、座間市（相模が丘一丁目および五丁目を除く。）、大和市、愛甲郡
046,横須賀,神奈川県,神奈川県逗子市（小坪の大部分を除く。）、三浦市、横須賀市、三浦郡
0460,小田原,神奈川県,神奈川県足柄下郡箱根町、静岡県裾野市茶畑
0465,小田原,神奈川県,神奈川県小田原市、南足柄市、足柄上郡、足柄下郡（真鶴町および湯河原町に限る。）、静岡県熱海市（泉元宮上分、泉元宮下分および泉元門川分に限る。）
0463,平塚,神奈川県,神奈川県伊勢原市、秦野市、平塚市、中郡
0466,藤沢,神奈川県,神奈川県藤沢市
0467,藤沢,神奈川県,神奈川県綾瀬市、鎌倉市、逗子市小坪（一部を除く。）、茅ヶ崎市、高座郡
047,市川,千葉県,千葉県市川市、浦安市、鎌ヶ谷市（くぬぎ山一丁目から四丁目までに限る。）、船橋市（上山町一丁目、古作町、古作、西船五丁目から七丁目まで、東中山、藤原一丁目および二丁目、二子町、本郷町並びに本中山に限る。）、松戸市
047,船橋,千葉県,千葉県鎌ヶ谷市（くぬぎ山一丁目から四丁目までを除く。）、千葉市花見川区（柏井、柏井町および横戸町に限る。）、習志野市、船橋市（上山町一丁目、古作町、古作、西船五丁目から七丁目まで、東中山、藤原一丁目および二丁目、二子町、本郷町並びに本中山を除く。）、八千代市、白井市
0470,館山,千葉県,千葉県館山市、南房総市、安房郡
0470,大原,千葉県,千葉県いすみ市、勝浦市、夷隅郡
0475,東金,千葉県,千葉県大網白里市、東金市、山武市（松尾町を除く。）、山武郡九十九里町
0475,茂原,千葉県,千葉県茂原市、長生郡
0476,成田,千葉県,千葉県印西市、富里市、成田市、印旛郡（酒々井町を除く。）
0478,佐原,千葉県,千葉県香取市、香取郡（神崎町および東庄町に限る。）
0479,銚子,茨城県,茨城県神栖市（太田、太田新町、須田、砂山、土合北、土合中央、土合西、土合東、土合本町、土合南、波崎、波崎新港、矢田部、柳川、柳川中央および若松中央に限る。）、千葉県銚子市
0479,八日市場,千葉県,千葉県旭市、山武市松尾町、匝瑳市、香取郡多古町、山武郡（九十九里町を除く。）
048,浦和,埼玉県,埼玉県上尾市、桶川市、春日部市、さいたま市、蓮田市、北足立郡
048,川口,埼玉県,埼玉県朝霞市、川口市、志木市、戸田市、新座市（石神一丁目および三丁目から五丁目まで、栗原、新堀、西堀並びに野寺一丁目および五丁目を除く。）、富士見市（水谷東二丁目および三丁目に限る。）、和光市、蕨市
048,熊谷,埼玉県,埼玉県北本市、行田市、熊谷市（相上、冑山、吉所敷、小八林、高本、玉作、津田、津田新田、沼黒、船木台、箕輪、向谷および妻沼小島を除く。）、鴻巣市、羽生市、深谷市、大里郡
048,草加,埼玉県,埼玉県越谷市、草加市、三郷市、八潮市、吉川市､北葛飾郡（杉戸町を除く。）
0480,久喜,埼玉県,埼玉県加須市（飯積、伊賀袋、小野袋、柏戸、駒場、栄、本郷、向古河、麦倉、柳生および陽光台を除く。）、久喜市、幸手市、白岡市、北葛飾郡杉戸町、南埼玉郡
049,川越,埼玉県,埼玉県川越市、坂戸市、鶴ヶ島市、富士見市（水谷東二丁目および三丁目を除く。）、ふじみ野市、入間郡、比企郡（川島町および鳩山町に限る。）
0493,東松山,埼玉県,埼玉県熊谷市（相上、冑山、吉所敷、小八林、高本、玉作、津田、津田新田、沼黒、船木台、箕輪および向谷に限る。）、東松山市、秩父郡東秩父村、比企郡（小川町、ときがわ町、滑川町、吉見町および嵐山町に限る。）
0494,秩父,埼玉県,埼玉県秩父市、秩父郡（東秩父村を除く。）
0495,本庄,埼玉県,埼玉県本庄市、児玉郡（神川町（上阿久原、下阿久原、矢納および渡瀬を除く。）、上里町および美里町に限る。）
04992,伊豆大島,東京都,東京都大島町、神津島村、利島村、新島村
04994,三宅,東京都,東京都御蔵島村、三宅村
04996,八丈島,東京都,東京都青ヶ島村、八丈町
04998,小笠原,東京都,東京都小笠原村
052,名古屋,愛知県,愛知県あま市、尾張旭市（霞ヶ丘町、庄南町、東名西町、西山町、東山町および吉岡町に限る。）、清須市、東海市（大田町、加木屋町、高横須賀町、元浜町、養父町、横須賀町、中ノ池および中央町を除く。）、名古屋市、日進市（赤池町、赤池、浅田町、梅森町および香久山に限る。）、海部郡大治町、愛知郡東郷町（春木の一部に限る。）
053,浜松,静岡県,静岡県湖西市、浜松市
0531,田原,愛知県,愛知県田原市
0532,豊橋,愛知県,愛知県豊橋市
0533,豊橋,愛知県,愛知県蒲郡市、豊川市
0536,新城,愛知県,愛知県新城市
0536,設楽,愛知県,愛知県北設楽郡
0537,掛川,静岡県,静岡県御前崎市（御前崎、白羽および港を除く。）、掛川市、菊川市（牛渕、倉沢、小沢および沢水加を除く。）
0538,磐田,静岡県,静岡県磐田市（家田、壱貫地、岩室、大平、大当所、掛下、上神増、上野部、神増、合代島、敷地、下神増、下野部、新開、惣兵衛下新田、平松、松之木島、万瀬、三家、虫生および社山を除く。）、袋井市、周智郡
0539,天竜,静岡県,静岡県磐田市（家田、壱貫地、岩室、大平、大当所、掛下、上神増、上野部、神増、合代島、敷地、下神増、下野部、新開、惣兵衛下新田、平松、松之木島、万瀬、三家、虫生および社山に限る。）
054,静岡,静岡県,静岡県静岡市、藤枝市、焼津市
0544,富士宮,静岡県,静岡県富士宮市
0545,富士,静岡県,静岡県富士市
0547,島田,静岡県,静岡県島田市、榛原郡川根本町
0548,榛原,静岡県,静岡県御前崎市（御前崎、白羽および港に限る。）、菊川市（牛渕、倉沢、小沢および沢水加に限る。）、牧之原市、榛原郡吉田町
055,甲府,山梨県,山梨県甲斐市（岩森、宇津谷、大垈、志田、下今井、菖蒲澤、團子新居および龍地を除く。）、甲府市（梯町および古関町を除く。）、中央市、笛吹市（一宮町および春日居町を除く。）、南アルプス市、中巨摩郡、西八代郡市川三郷町（岩下、岩間、落居、鴨狩津向、楠甫、五八、葛籠沢、寺所および宮原を除く。）
055,沼津,静岡県,静岡県伊豆の国市（浮橋、大仁、神島、下畑、白山堂、宗光寺、星和、田京、立花、田中山、田原野、長者原、中島、御門、三福、守木および吉田を除く。）、裾野市（茶畑の一部を除く。）、沼津市（井田および戸田を除く。）、三島市、駿東郡（清水町および長泉町に限る。）、田方郡
0550,御殿場,静岡県,静岡県御殿場市、駿東郡小山町
0551,韮崎,山梨県,山梨県甲斐市（岩森、宇津谷、大垈、志田、下今井、菖蒲澤、團子新居および龍地に限る。）、韮崎市、北杜市（白州町大武川を除く。）
0553,山梨,山梨県,山梨県甲州市、笛吹市（一宮町および春日居町に限る。）、山梨市
0554,大月,山梨県,山梨県上野原市、大月市、都留市、南都留郡道志村
0555,吉田,山梨県,山梨県甲府市（梯町および古関町に限る。）、富士吉田市、南都留郡（忍野村、鳴沢村、西桂町、富士河口湖町および山中湖村に限る｡ ）
0556,鰍沢青柳,山梨県,山梨県西八代郡市川三郷町（岩下、岩間、落居、鴨狩津向、楠甫、五八、葛籠沢、寺所および宮原に限る。）、南巨摩郡（早川町、富士川町および身延町（相又、粟倉、梅平、大崩、大島、大城、大垈、大野、小田船原、帯金、門野、上八木沢、下八木沢、下山、清子、角打、椿草里、波木井、樋之上、丸滝、光子沢、身延、横根中および和田を除く。）に限る。）
0556,身延,山梨県,山梨県南巨摩郡（南部町および身延町（相又、粟倉、梅平、大崩、大島、大城、大垈、大野、小田船原、帯金、門野、上八木沢、下八木沢、下山、清子、角打、椿草里、波木井、樋之上、丸滝、光子沢、身延、横根中および和田に限る。）に限る。）
0557,伊東,静岡県,静岡県熱海市（泉元宮上分、泉元宮下分および泉元門川分を除く。）、伊豆市冷川、伊東市、賀茂郡東伊豆町
0558,修善寺大仁,静岡県,静岡県伊豆市（冷川を除く。）、伊豆の国市（浮橋、大仁、神島、下畑、白山堂、宗光寺、星和、田京、立花、田中山、田原野、長者原、中島、御門、三福、守木および吉田に限る。）、沼津市（井田および戸田に限る。）
0558,下田,静岡県,静岡県下田市、賀茂郡（河津町、西伊豆町、松崎町および南伊豆町に限る。）
0561,瀬戸,愛知県,愛知県尾張旭市（霞ヶ丘町、庄南町、東名西町、西山町、東山町および吉岡町を除く。）、瀬戸市（鹿乗町を除く。）、長久手市、日進市（赤池町、赤池、浅田町、梅森町および香久山を除く。）、みよし市、愛知郡東郷町（春木の一部を除く。）
0562,尾張横須賀,愛知県,愛知県大府市、知多市（神田、新広見、旭南、金沢、新舞子および南粕谷を除く。）、東海市（大田町、加木屋町、高横須賀町、元浜町、養父町、横須賀町、中ノ池および中央町に限る。）、豊明市、知多郡東浦町
0563,西尾,愛知県,愛知県西尾市
0564,岡崎,愛知県,愛知県岡崎市、額田郡
0565,豊田,愛知県,愛知県豊田市
0566,刈谷,愛知県,愛知県安城市、刈谷市、高浜市、知立市、碧南市
0567,津島,愛知県,愛知県愛西市、稲沢市平和町、津島市、弥富市、海部郡（大治町を除く。）、三重県桑名郡
0568,春日井,愛知県,愛知県犬山市、春日井市、北名古屋市、小牧市、瀬戸市（鹿乗町に限る。）、西春日井郡
0569,半田,愛知県,愛知県知多市（神田、新広見、旭南、金沢、新舞子および南粕谷に限る。）、常滑市、半田市、知多郡（阿久比町、武豊町、南知多町および美浜町に限る。）
0572,多治見,岐阜県,岐阜県恵那市明智町吉良見、多治見市、土岐市、瑞浪市
0573,恵那,岐阜県,岐阜県恵那市（明智町吉良見を除く。）、中津川市蛭川
0573,中津川,岐阜県,岐阜県中津川市（蛭川を除く。）、長野県木曽郡南木曽町田立
0574,美濃加茂,岐阜県,岐阜県可児市、美濃加茂市、可児郡、加茂郡（川辺町、坂祝町、七宗町、富加町および八百津町に限る。）
0574,美濃白川,岐阜県,岐阜県加茂郡（白川町および東白川村に限る。）
0575,関,岐阜県,岐阜県関市（板取、洞戸阿部、洞戸市場、洞戸大野、洞戸小瀬見、洞戸尾倉、洞戸片、洞戸栗原、洞戸黒谷、洞戸高賀、洞戸高見、洞戸小坂、洞戸菅谷、洞戸通元寺および洞戸飛瀬を除く。）、美濃市
0575,郡上八幡,岐阜県,岐阜県郡上市
0576,下呂,岐阜県,岐阜県下呂市
05769,荘川,岐阜県,岐阜県高山市荘川町、大野郡
0577,高山,岐阜県,岐阜県高山市（奥飛騨温泉郷、上宝町および荘川町を除く。）、飛騨市（神岡町を除く。）
0578,神岡,岐阜県,岐阜県高山市（奥飛騨温泉郷および上宝町に限る。）、飛騨市神岡町
058,岐阜,岐阜県,岐阜県各務原市（川島笠田町、川島北山町、川島小網町、川島河田町、川島竹早町、川島松倉町、川島松原町、川島緑町および川島渡町を除く。）、岐阜市、羽島市、本巣市（浅木、海老、上真桑、軽海、小柿、国領、下福島、下真桑、十四条、宗慶、温井、政田、有里、石神、石原、数屋、上高屋、上保、北野、郡府、七五三、随原、長屋、早野、春近、仏生寺、三橋、見延および屋井に限る｡ ）、本巣郡、羽島郡、瑞穂市（呂久を除く｡ ）
0581,高富,岐阜県,岐阜県関市（板取、洞戸阿部、洞戸市場、洞戸大野、洞戸小瀬見、洞戸尾倉、洞戸片、洞戸栗原、洞戸黒谷、洞戸高賀、洞戸高見、洞戸小坂、洞戸菅谷、洞戸通元寺および洞戸飛瀬に限る。）、山県市、揖斐郡揖斐川町徳山、本巣市（浅木、海老、上真桑、軽海、小柿、国領、下福島、下真桑、十四条、宗慶、温井、政田、有里、石神、石原、数屋、上高屋、上保、北野、郡府、七五三、随原、長屋、早野、春近、仏生寺、三橋、見延および屋井を除く｡）
0584,大垣,岐阜県,岐阜県大垣市、海津市、瑞穂市呂久、安八郡、揖斐郡池田町市橋、不破郡、養老郡
0585,揖斐川,岐阜県,岐阜県揖斐郡（池田町市橋および揖斐川町徳山を除く。）
0586,一宮,愛知県,愛知県一宮市、稲沢市（西島町、生出上山町、生出河戸町、生出郷前町、生出西道根町、生出東道根町、生出横西町および横野町に限る。）、岐阜県各務原市（川島笠田町、川島北山町、川島小網町、川島河田町、川島竹早町、川島松倉町、川島松原町、川島緑町および川島渡町に限る。）
0587,一宮,愛知県,愛知県稲沢市（西島町、生出上山町、生出河戸町、生出郷前町、生出西道根町、生出東道根町、生出横西町、平和町および横野町を除く。）、岩倉市、江南市、丹羽郡
059,津,三重県,三重県津市
059,四日市,三重県,三重県鈴鹿市、四日市市、三重郡
0594,桑名,三重県,三重県いなべ市、桑名市、員弁郡
0595,上野,三重県,三重県伊賀市、名張市
0595,亀山,三重県,三重県亀山市
0596,伊勢,三重県,三重県伊勢市、多気郡明和町、度会郡（玉城町、南伊勢町（阿曽浦、大江、大方竈 、小方竈、神前浦、河内、古和浦、新桑竈、慥柄浦、棚橋竈、東宮、栃木竈、奈屋浦、贄浦、方座浦、道方、道行竈および村山に限る。）および度会町に限る。）
0597,尾鷲,三重県,三重県尾鷲市、北牟婁郡紀北町
0597,熊野,三重県,三重県熊野市
05979,熊野,三重県,三重県南牟婁郡御浜町
0598,松阪,三重県,三重県松阪市、多気郡多気町
0598,三瀬谷,三重県,三重県多気郡大台町、度会郡大紀町
0599,鳥羽,三重県,三重県鳥羽市
0599,阿児,三重県,三重県志摩市、度会郡南伊勢町（阿曽浦、大江、大方竈 、小方竈、神前浦、河内、古和浦、新桑竈、慥柄浦、棚橋竈、東宮、栃木竈、奈屋浦、贄浦、方座浦、道方、道行竈および村山を除く。）
06,大阪,大阪府,大阪府池田市空港、大阪市（東住吉区矢田七丁目および平野区長吉川辺四丁目を除く。）、門真市（石原町、泉町、一番町、大倉町、垣内町、桑才新町、幸福町、寿町、栄町、小路町、新橋町、末広町、月出町、堂山町、殿島町、中町、浜町、速見町、東田町、深田町、古川町、本町、松生町、松葉町、御堂町、向島町、元町、柳田町および柳町に限る。）、吹田市、摂津市（北別府町、新在家、正雀、正雀本町、庄屋、千里丘、千里丘新町、千里丘東四丁目および五丁目、西一津屋、浜町、東正雀、東一津屋、東別府、一津屋、別府、三島、南千里丘並びに南別府町に限る。）、豊中市、東大阪市（旭町、池島町、池之端町、出雲井町、出雲井本町、稲葉、今米、岩田町（三丁目を除く。）、瓜生堂一丁目、加納、上石切町、上四条町、上六万寺町、川中、川田、河内町、神田町、喜里川町、北石切町、北鴻池町、客坊町、日下町、五条町、鴻池町、鴻池徳庵町、鴻池本町、鴻池元町、古箕輪、桜町、四条町、島之内、下六万寺町、昭和町、新池島町、新鴻池町、新町、新庄、末広町、角田、善根寺町、鷹殿町、宝町、立花町、玉串町西、玉串町東、玉串元町、豊浦町、鳥居町、中石切町、中新開、中野、中鴻池町、南荘町、西石切町、西岩田一丁目、西鴻池町、額田町、布市町、箱殿町、花園西町、花園東町、花園本町、東石切町、東鴻池町、東豊浦町、東山町、菱江、菱屋東、瓢箪山町、本庄中一丁目、本町、松原、松原南、水走、南鴻池町、南四条町、箕輪、御幸町、元町、山手町、弥生町、横小路町、横枕、横枕西、横枕南、吉田、吉田本町、吉田下島、吉原、六万寺町および若草町を除く。）、守口市、八尾市（竹渕、竹渕西および竹渕東に限る。）、兵庫県尼崎市
072,寝屋川,大阪府,大阪府交野市、門真市（石原町、泉町、一番町、大倉町、垣内町、桑才新町、幸福町、寿町、栄町、小路町、新橋町、末広町、月出町、堂山町、殿島町、中町、浜町、速見町、東田町、深田町、古川町、本町、松生町、松葉町、御堂町、向島町、元町、柳田町および柳町を除く。）、四條畷市（上田原、さつきヶ丘、下田原、田原台および緑風台を除く。）、大東市、寝屋川市、東大阪市（加納五丁目から八丁目までに限る。）、枚方市
072,堺,大阪府,大阪府大阪市（東住吉区矢田七丁目および平野区長吉川辺四丁目に限る。）、大阪狭山市、堺市、高石市、富田林市（青葉丘、加太、廿山、五軒家および新青葉丘町に限る。）、松原市
072,岸和田貝塚,大阪府,大阪府泉佐野市、貝塚市、岸和田市、泉南市、阪南市、泉南郡、泉北郡忠岡町新浜
072,茨木,大阪府,大阪府茨木市、摂津市（北別府町、新在家、正雀、正雀本町、庄屋、千里丘、千里丘新町、千里丘東四丁目および五丁目、西一津屋、浜町、東正雀、東一津屋、東別府、一津屋、別府、三島、南千里丘並びに南別府町を除く。）、高槻市
072,池田,大阪府,大阪府池田市（空港を除く。）、箕面市、豊能郡、兵庫県伊丹市、川西市、宝塚市（長尾台、花屋敷荘園、花屋敷つつじガ丘、花屋敷松ガ丘、雲雀丘、雲雀丘山手およびふじガ丘に限る。）、川辺郡
072,八尾,大阪府,大阪府柏原市、羽曳野市、東大阪市（旭町、池島町、池之端町、出雲井町、出雲井本町、稲葉、今米、岩田町（三丁目を除く。）、瓜生堂一丁目、加納（一丁目から四丁目までに限る。）、上石切町、上四条町、上六万寺町、川中、川田、河内町、神田町、喜里川町、北石切町、北鴻池町、客坊町、日下町、五条町、鴻池町、鴻池徳庵町、鴻池本町、鴻池元町、古箕輪、桜町、四条町、島之内、下六万寺町、昭和町、新池島町、新鴻池町、新町、新庄、末広町、角田、善根寺町、鷹殿町、宝町、立花町、玉串町西、玉串町東、玉串元町、豊浦町、鳥居町、中石切町、中新開、中野、中鴻池町、南荘町、西石切町、西岩田一丁目、西鴻池町、額田町、布市町、箱殿町、花園西町、花園東町、花園本町、東石切町、東鴻池町、東豊浦町、東山町、菱江、菱屋東、瓢箪山町、本庄中一丁目、本町、松原、松原南、水走、南鴻池町、南四条町、箕輪、御幸町、元町、山手町、弥生町、横小路町、横枕、横枕西、横枕南、吉田、吉田本町、吉田下島、吉原、六万寺町および若草町に限る。）、藤井寺市、八尾市（竹渕、竹渕西および竹渕東を除く。）
0721,富田林,大阪府,大阪府河内長野市、富田林市（青葉丘、加太、廿山、五軒家および新青葉丘町を除く。）、南河内郡
0725,和泉,大阪府,大阪府和泉市、泉大津市、泉北郡（忠岡町新浜を除く。）
073,和歌山,和歌山県,和歌山県海南市、和歌山市、海草郡
0735,新宮,三重県,三重県南牟婁郡紀宝町、和歌山県新宮市、田辺市本宮町、東牟婁郡（北山村、太地町および那智勝浦町に限る。）
0735,串本,和歌山県,和歌山県東牟婁郡（串本町および古座川町に限る。）
0736,岩出,和歌山県,和歌山県岩出市、紀の川市
0736,和歌山橋本,和歌山県,和歌山県橋本市、伊都郡（かつらぎ町（花園新子、花園池ノ窪、花園北寺、花園久木、花園中南および花園梁瀬に限る。）を除く。）
0737,湯浅,和歌山県,和歌山県有田市、有田郡、伊都郡かつらぎ町（花園新子、花園池ノ窪、花園北寺、花園久木、花園中南および花園梁瀬に限る。）
0738,御坊,和歌山県,和歌山県御坊市、日高郡（印南町、日高町、日高川町、美浜町および由良町に限る。）
0739,田辺,和歌山県,和歌山県田辺市（本宮町を除く。）、西牟婁郡、日高郡みなべ町
0740,今津,滋賀県,滋賀県高島市
0742,奈良,奈良県,奈良県奈良市（藺生町、荻町、小倉町、上深川町、下深川町、月ヶ瀬石打、月ヶ瀬尾山、月ヶ瀬嵩、月ヶ瀬月瀬、月ヶ瀬長引、月ヶ瀬桃香野、都祁小山戸町、都祁甲岡町、都祁こぶしが丘、都祁白石町、都祁相河町、都祁友田町、都祁吐山町、都祁馬場町、都祁南之庄町、針ヶ別所町、針町および来迎寺町を除く。）
0743,奈良,大阪府,大阪府四條畷市（上田原、さつきヶ丘、下田原、田原台および緑風台に限る。）、京都府相楽郡（笠置町および南山城村に限る。）、奈良県生駒市、宇陀市（室生小原、室生染田、室生多田および室生無山に限る。）、天理市、奈良市（藺生町、荻町、小倉町、上深川町、下深川町、月ヶ瀬石打、月ヶ瀬尾山、月ヶ瀬嵩、月ヶ瀬月瀬、月ヶ瀬長引、月ヶ瀬桃香野、都祁小山戸町、都祁甲岡町、都祁こぶしが丘、都祁白石町、都祁相河町、都祁友田町、都祁吐山町、都祁馬場町、都祁南之庄町、針ヶ別所町、針町および来迎寺町に限る。）、大和郡山市、生駒郡安堵町、磯城郡川西町下永、山辺郡
0744,大和高田,奈良県,奈良県橿原市、桜井市、磯城郡田原本町、高市郡（明日香村および高取町（越智、車木、寺崎および丹生谷を除く。）に限る。）
0745,大和高田,奈良県,奈良県香芝市、葛城市、御所市、大和高田市、生駒郡（斑鳩町、三郷町および平群町に限る。）、北葛城郡、磯城郡（川西町（下永を除く。）および三宅町に限る。）、高市郡高取町（越智、車木、寺崎および丹生谷に限る。）、吉野郡大淀町（今木、大岩および鉾立に限る。）
0745,大和榛原,奈良県,奈良県宇陀市（室生小原、室生染田、室生多田および室生無山を除く。）、宇陀郡
0746,吉野,奈良県,奈良県吉野郡（大淀町（北野、北六田、中増、西増、新野、馬佐、比曽および増口に限る。）、川上村、東吉野村および吉野町に限る。）
0746,十津川,奈良県,奈良県吉野郡十津川村
07468,上北山,奈良県,奈良県吉野郡（上北山村および下北山村に限る。）
0747,五条,奈良県,奈良県五條市、吉野郡野迫川村
0747,下市,奈良県,奈良県吉野郡（大淀町（今木、大岩、北野、北六田、中増、西増、新野、馬佐、比曽、鉾立および増口を除く。）、黒滝村、下市町および天川村に限る。）
0748,八日市,滋賀県,滋賀県近江八幡市、東近江市（愛東外町、青山町、池庄町、池之尻町、市ヶ原町、今在家町、妹町、上中野町、梅林町、大沢町、大清水町、大萩町、大林町、小倉町、長町、上岸本町、上山町、祇園町、北坂町、北清水町、北花沢町、北菩提寺町、小池町、小田苅町、小八木町、下一色町、下岸本町、下里町、下中野町、清水中町、勝堂町、僧坊町、曽根町、園町、大覚寺町、中一色町、中岸本町、中里町、中戸町、鯰江町、西菩提寺町、百済寺甲町、百済寺町、百済寺本町、平尾町、平松町、平柳町、南清水町、南花沢町、南菩提寺町、湯屋町、横溝町および読合堂町を除く。）、蒲生郡
0748,水口,滋賀県,滋賀県甲賀市、湖南市
0749,彦根,滋賀県,滋賀県東近江市（愛東外町、青山町、池庄町、池之尻町、市ヶ原町、今在家町、妹町、上中野町、梅林町、大沢町、大清水町、大萩町、大林町、小倉町、長町、上岸本町、上山町、祇園町、北坂町、北清水町、北花沢町、北菩提寺町、小池町、小田苅町、小八木町、下一色町、下岸本町、下里町、下中野町、清水中町、勝堂町、僧坊町、曽根町、園町、大覚寺町、中一色町、中岸本町、中里町、中戸町、鯰江町、西菩提寺町、百済寺甲町、百済寺町、百済寺本町、平尾町、平松町、平柳町、南清水町、南花沢町、南菩提寺町、湯屋町、横溝町および読合堂町に限る。）、彦根市、犬上郡、愛知郡
0749,長浜,滋賀県,滋賀県長浜市、米原市
075,京都,大阪府,大阪府三島郡、京都府京都市（右京区京北室谷町および伏見区醍醐（一ノ切町、二ノ切町および三ノ切町に限る。）を除く。）、長岡京市、向日市、八幡市、乙訓郡、久世郡久御山町（市田、栄、佐古、佐山、下津屋、田井および林を除く。）
076,金沢,石川県,石川県金沢市、かほく市、野々市市、白山市、河北郡、能美郡
076,富山,富山県,富山県富山市、滑川市、中新川郡
0761,小松,石川県,石川県小松市、能美市
0761,加賀,石川県,石川県加賀市
0763,福野,富山県,富山県砺波市、南砺市
0765,魚津,富山県,富山県魚津市、黒部市、下新川郡
0766,高岡,富山県,富山県射水市、小矢部市、高岡市、氷見市
0767,七尾,石川県,石川県七尾市、鹿島郡
0767,羽咋,石川県,石川県羽咋市、羽咋郡
0768,輪島,石川県,石川県輪島市、鳳珠郡穴水町
0768,能都,石川県,石川県珠洲市、鳳珠郡能登町
077,大津,京都府,京都府京都市伏見区醍醐（一ノ切町、二ノ切町および三ノ切町に限る。）、滋賀県大津市、草津市、守山市、野洲市、栗東市
0770,敦賀,福井県,福井県敦賀市、三方郡、三方上中郡若狭町（相田、生倉、井崎、岩屋、上野、海山、上瀬、小川、北前川、気山、倉見、佐古、島の内、塩坂越、成願寺、白屋、世久見、田井、田上、館川、田名、中央、常神、鳥浜、成出、能登野、東黒田、藤井、三方、神子、南前川、向笠、遊子および横渡に限る。）
0770,小浜,福井県,福井県小浜市、大飯郡、三方上中郡若狭町（相田、生倉、井崎、岩屋、上野、海山、上瀬、小川、北前川、気山、倉見、佐古、島の内、塩坂越、成願寺、白屋、世久見、田井、田上、館川、田名、中央、常神、鳥浜、成出、能登野、東黒田、藤井、三方、神子、南前川、向笠、遊子および横渡を除く。）
0771,亀岡,京都府,京都府亀岡市、南丹市八木町
0771,園部,京都府,京都府京都市右京区京北室谷町、南丹市（八木町を除く。）、船井郡
0772,宮津,京都府,京都府宮津市、与謝郡
0772,峰山,京都府,京都府京丹後市
0773,福知山,京都府,京都府綾部市、福知山市
0773,舞鶴,京都府,京都府舞鶴市
0774,宇治,京都府,京都府宇治市、木津川市、京田辺市、城陽市、久世郡久御山町（市田、栄、佐古、佐山、下津屋、田井および林に限る。）、相楽郡（精華町および和束町に限る。）、綴喜郡
0776,福井,福井県,福井県あわら市、坂井市、福井市、吉田郡
0778,武生,福井県,福井県越前市、鯖江市、今立郡、南条郡、丹生郡
0779,大野,福井県,福井県大野市、勝山市
078,神戸,兵庫県,兵庫県明石市、加古川市平岡町土山、神戸市（北区生野高原住宅を除く）、西宮市（北六甲台、すみれ台および山口町に限る。）、加古郡播磨町（上野添、北野添、古宮、西野添、野添、野添城、東野添、東新島および二子に限る。）
079,姫路,兵庫県,兵庫県高砂市（北浜町北脇および北浜町西浜に限る。）、たつの市御津町、姫路市（安富町を除く。）、揖保郡
079,加古川,兵庫県,兵庫県加古川市（平岡町土山を除く。）、高砂市（北浜町北脇および北浜町西浜を除く。）、加古郡（播磨町（上野添、北野添、古宮、西野添、野添、野添城、東野添、東新島および二子に限る。）を除く。）
079,三田,兵庫県,兵庫県三田市、篠山市
079,八鹿,兵庫県,兵庫県朝来市、養父市
0790,播磨山崎,兵庫県,兵庫県宍粟市、姫路市安富町、佐用郡
